0,0,0.884
100,0,0.88
200,0,0.880
300,0,0.827
400,0,0.702
500,0,0.302
0,15,0.862
100,15,0.876
200,15,0.853
300,15,0.724
400,15,0.680
500,15,0.364
0,30,0.844
100,30,0.84
200,30,0.822
300,30,0.716
400,30,0.671
500,30,0.333
0,45,0.804
100,45,0.8
200,45,0.751
300,45,0.676
400,45,0.507
500,45,0.280
0,60,0.693
100,60,0.693
200,60,0.671
300,60,0.591
400,60,0.458
500,60,0.222
0,75,0.609
100,75,0.591
200,75,0.498
300,75,0.440
400,75,0.422
500,75,0.200
